BX9,0.1849,51.4660
BL0,-0.1258,51.5223
CD9,-0.1288,51.5280
CD1,-0.1753,51.5442
CT2,-0.1045,51.5145
CR8,-0.1275,51.4100
GN0,0.0740,51.4905
GR4,0.0708,51.4526
GB0,0.0856,51.4563
GN6,0.0108,51.4938
GN3,0.0951,51.4870
GR9,0.0407,51.4564
HV1,0.2055,51.5208
LH0,-0.4416,51.4888
KF1,-0.2135,51.5210
LW5,-0.0253,51.4795
LW2,-0.0396,51.4750
RD0,-0.9445,51.4530
RB7,0.0829,51.5695
ST5,-0.1417,51.3893
TK3,0.4395,51.5182
TH4,-0.0084,51.5150
MY7,-0.1546,51.5225
